FileNames,OrginalFileID,Labels,Class,Type
1052.PNG,2016021116240003,I,0,Test
1053.PNG,2016021116240004,I,0,Train
1054.PNG,2016021116240005,I,0,Validation
1055.PNG,2016021116240006,I,0,Test
1056.PNG,2016021116240007,I,0,Train
1057.PNG,2016021116240008,I,0,Train
1058.PNG,2016021116240009,I,0,Train
1059.PNG,2016021116240010,I,0,Test
106.PNG,20151027110007,P,1,Train
1060.PNG,2016021116240011,I,0,Train
1061.PNG,2016021116240012,I,0,Train
1062.PNG,2016021116240013,I,0,Validation
1063.PNG,2016021116240014,I,0,Test
1064.PNG,2016021116240017,I,0,Test
1065.PNG,2016021116240118,I,0,Train
1066.PNG,2016021116240119,I,0,Test
1067.PNG,2016021116240120,I,0,Test
1068.PNG,2016021116240121,I,0,Train
1069.PNG,2016021116240122,I,0,Train
107.PNG,20151027110012,P,1,Train
1070.PNG,2016021116240123,I,0,Train
1071.PNG,2016021116240124,I,0,Test
1072.PNG,2016021116240125,I,0,Train
1073.PNG,2016021116240126,I,0,Test
1074.PNG,2016021116240127,I,0,Train
1075.PNG,2016021116240128,I,0,Train
1076.PNG,2016021116240129,I,0,Test
1077.PNG,2016021116240130,I,0,Train
1078.PNG,2016021116240131,I,0,Train
1079.PNG,2016021116240133,I,0,Train
108.PNG,20151027110058,P,1,Train
1080.PNG,2016021116240134,I,0,Train
1081.PNG,2016021116240135,I,0,Train
1082.PNG,2016021116240136,I,0,Train
1083.PNG,2016021116240137,I,0,Train
1084.PNG,2016021116240138,I,0,Test
1085.PNG,2016021116240139,I,0,Test
1086.PNG,2016021116240140,I,0,Train
1087.PNG,2016021116240141,I,0,Train
1088.PNG,2016021116240142,I,0,Train
1089.PNG,2016021116240143,I,0,Train
109.PNG,20151027110106,P,1,Train
1090.PNG,2016021116240144,I,0,Train
1091.PNG,2016021614345400,N,3,Train
1092.PNG,2016021614345401,N,3,Test
1093.PNG,2016021614345402,N,3,Test
1094.PNG,2016021614345403,N,3,Train
1095.PNG,2016021614345404,N,3,Test
1096.PNG,2016021614345405,N,3,Train
1097.PNG,2016021614345406,N,3,Test
1098.PNG,2016021614345407,N,3,Train
1099.PNG,2016021614345408,N,3,Train
11.PNG,20150922134220,D,2,Train
110.PNG,20151027110114,P,1,Test
1100.PNG,2016021614345409,N,3,Train
1101.PNG,2016021614345410,N,3,Train
1102.PNG,2016021614345411,N,3,Train
1103.PNG,2016021614345412,N,3,Train
1104.PNG,2016021614345413,N,3,Test
1105.PNG,2016021614345414,N,3,Train
1106.PNG,2016021614345415,N,3,Train
1107.PNG,2016021614345416,N,3,Train
1108.PNG,2016021614345417,N,3,Train
1109.PNG,2016021614345421,N,3,Train
111.PNG,20151027110120,P,1,Train
1110.PNG,2016021614345422,N,3,Train
1111.PNG,2016021614345423,N,3,Test
1112.PNG,2016021614345425,N,3,Train
1113.PNG,2016021614345426,N,3,Train
1114.PNG,2016021614345427,N,3,Train
1115.PNG,2016021614345428,N,3,Train
1116.PNG,2016021614345429,N,3,Train
1117.PNG,2016021614345430,N,3,Test
1118.PNG,2016021614345431,N,3,Train
1119.PNG,2016021614345432,N,3,Train
112.PNG,20151027110124,P,1,Train
1120.PNG,2016021614345433,N,3,Validation
1121.PNG,2016021614345434,N,3,Train
1122.PNG,2016021614345435,N,3,Train
1123.PNG,2016021614345436,N,3,Test
1124.PNG,2016021614345437,N,3,Train
1125.PNG,2016021614345438,N,3,Train
1126.PNG,2016021614345439,N,3,Train
1127.PNG,2016021614345440,N,3,Train
1128.PNG,2016021614345441,N,3,Train
1129.PNG,2016021614345442,N,3,Train
113.PNG,20151027110134,P,1,Train
1130.PNG,2016021614345446,N,3,Train
1131.PNG,2016021614345447,N,3,Train
1132.PNG,2016021614345448,N,3,Train
1133.PNG,2016021614341700,N,3,Train
1134.PNG,2016021614341701,N,3,Train
1135.PNG,2016021614341702,N,3,Train
1136.PNG,2016021614341703,N,3,Train
1137.PNG,2016021614341704,N,3,Test
1138.PNG,2016021614341705,N,3,Train
1139.PNG,2016021614341709,N,3,Train
114.PNG,20151027110148,P,1,Test
1140.PNG,2016021614341710,N,3,Train
1141.PNG,2016021614341711,N,3,Train
1142.PNG,2016021614341712,N,3,Train
1143.PNG,2016021614341713,N,3,Validation
1144.PNG,2016021614341714,N,3,Test
1145.PNG,2016021614341716,N,3,Train
1146.PNG,2016021614341717,N,3,Train
1147.PNG,2016021614341718,N,3,Train
1148.PNG,2016021614341719,N,3,Test
1149.PNG,2016021614341720,N,3,Train
115.PNG,20151027110207,P,1,Train
1150.PNG,2016021614341721,N,3,Train
1151.PNG,2016021614341722,N,3,Train
1152.PNG,2016021614341723,N,3,Test
1153.PNG,2016021614341724,N,3,Train
1154.PNG,2016021614341725,N,3,Train
1155.PNG,2016021614341726,N,3,Train
1156.PNG,2016021614341727,N,3,Validation
1157.PNG,2016021614341728,N,3,Train
1158.PNG,2016021614341729,N,3,Train
1159.PNG,2016021614341730,N,3,Train
116.PNG,20151027110212,P,1,Train
1160.PNG,2016021614341731,N,3,Test
1161.PNG,2016021614341732,N,3,Train
1162.PNG,2016021614341733,N,3,Train
1163.PNG,2016021614341734,N,3,Train
1164.PNG,2016021614341735,N,3,Train
1165.PNG,2016021614341736,N,3,Train
1166.PNG,2016021614341737,N,3,Train
1167.PNG,2016021614341738,N,3,Train
1168.PNG,2016021614341739,N,3,Train
1169.PNG,2016021614341740,N,3,Validation
117.PNG,20151027110234,P,1,Train
1170.PNG,2016021614341741,N,3,Test
1171.PNG,2016021614341742,N,3,Train
1172.PNG,2016021614341746,N,3,Validation
1173.PNG,2016021614341747,N,3,Train
1174.PNG,2016021614341748,N,3,Train
1175.PNG,2016021815225100,P,1,Train
1176.PNG,2016021815225101,P,1,Test
1177.PNG,2016021815225102,P,1,Train
1178.PNG,2016021815225103,P,1,Train
1179.PNG,2016021815225104,P,1,Train
118.PNG,20151027110248,P,1,Test
1180.PNG,2016021815225105,P,1,Train
1181.PNG,2016021815225106,P,1,Train
1182.PNG,2016021815225107,P,1,Train
1183.PNG,2016021815225108,P,1,Train
1184.PNG,2016021815225109,P,1,Train
1185.PNG,2016021815225110,P,1,Test
1186.PNG,2016021815225111,P,1,Train
1187.PNG,2016021815225112,P,1,Train
1188.PNG,2016021815225113,P,1,Train
1189.PNG,2016021815225114,P,1,Test
119.PNG,20151027110253,P,1,Train
1190.PNG,2016021815225115,P,1,Train
1191.PNG,2016021815225116,P,1,Train
1192.PNG,2016021815225117,P,1,Train
1193.PNG,2016021815225118,P,1,Train
1194.PNG,2016021815225119,P,1,Validation
1195.PNG,2016021815225120,P,1,Train
1196.PNG,2016021815225121,P,1,Test
1197.PNG,2016021815225122,P,1,Test
1198.PNG,2016021815225123,P,1,Train
1199.PNG,2016021815225224,P,1,Validation
12.PNG,20150922134226,D,2,Train
120.PNG,20151027110324,P,1,Validation
1200.PNG,2016021815225225,P,1,Test
1201.PNG,2016021815225226,P,1,Train
1202.PNG,2016021815225228,P,1,Train
1203.PNG,2016021815225229,P,1,Train
1204.PNG,2016021815225230,P,1,Train
1205.PNG,2016021815225231,P,1,Train
1206.PNG,2016021815225232,P,1,Train
1207.PNG,2016021815225233,P,1,Test
1208.PNG,2016021815225234,P,1,Train
1209.PNG,2016021815225235,P,1,Train
121.PNG,20151027110332,P,1,Train
1210.PNG,2016021815225236,P,1,Train
1211.PNG,2016021815225237,P,1,Train
1212.PNG,2016021815225238,P,1,Train
1213.PNG,2016021815225239,P,1,Validation
1214.PNG,2016021815225240,P,1,Validation
1215.PNG,2016021815225241,P,1,Train
1216.PNG,2016021815225242,P,1,Train
1217.PNG,2016022209455300,I,0,Train
1218.PNG,2016022209455301,I,0,Test
1219.PNG,2016022209455302,I,0,Validation
122.PNG,20151027110343,P,1,Train
1220.PNG,2016022209455303,I,0,Train
1221.PNG,2016022209455404,I,0,Train
1222.PNG,2016022209455405,I,0,Train
1223.PNG,2016022209455406,I,0,Train
1224.PNG,2016022209455407,I,0,Train
1225.PNG,2016022209455409,I,0,Train
1226.PNG,2016022209455410,I,0,Test
1227.PNG,2016022209455411,I,0,Test
1228.PNG,2016022209455412,I,0,Validation
1229.PNG,2016022209455413,I,0,Test
123.PNG,20151027110408,P,1,Train
1230.PNG,2016022209455414,I,0,Test
1231.PNG,2016022209455415,I,0,Validation
1232.PNG,2016022209455416,I,0,Train
1233.PNG,2016022209455418,I,0,Train
1234.PNG,2016022209455419,I,0,Train
1235.PNG,2016022209455420,I,0,Train
1236.PNG,2016022209455421,I,0,Test
1237.PNG,2016022209455422,I,0,Test
1238.PNG,2016022209455423,I,0,Train
1239.PNG,2016022209455425,I,0,Train
124.PNG,20151027110412,P,1,Train
1240.PNG,2016022209455426,I,0,Train
1241.PNG,2016022209455427,I,0,Train
1242.PNG,2016022209455428,I,0,Train
1243.PNG,2016022209455429,I,0,Train
1244.PNG,2016022209455430,I,0,Test
1245.PNG,2016022209455431,I,0,Train
1246.PNG,2016022209455432,I,0,Test
1247.PNG,2016022209455433,I,0,Train
1248.PNG,2016022209455434,I,0,Test
1249.PNG,2016022209455435,I,0,Train
125.PNG,20151027110416,P,1,Train
1250.PNG,2016022209455436,I,0,Validation
1251.PNG,2016022209455437,I,0,Train
1252.PNG,2016022209455438,I,0,Train
1253.PNG,2016022209455439,I,0,Train
1254.PNG,2016022209455440,I,0,Test
1255.PNG,2016022209455441,I,0,Train
1256.PNG,2016022418290400,I,0,Test
1257.PNG,2016022418290401,I,0,Train
1258.PNG,2016022418290402,I,0,Test
1259.PNG,2016022418290406,I,0,Train
126.PNG,20151027110423,P,1,Train
1260.PNG,2016022418290407,I,0,Train
1261.PNG,2016022418290408,I,0,Train
1262.PNG,2016022418290409,I,0,Train
1263.PNG,2016022418290410,I,0,Train
1264.PNG,2016022418290411,I,0,Train
1265.PNG,2016022418290412,I,0,Train
1266.PNG,2016022418290413,I,0,Train
1267.PNG,2016022418290414,I,0,Train
1268.PNG,2016022418290415,I,0,Train
1269.PNG,2016022418290416,I,0,Train
127.PNG,20151027110429,P,1,Train
1270.PNG,2016022418290417,I,0,Train
1271.PNG,2016022418290420,I,0,Train
1272.PNG,2016022418290421,I,0,Train
1273.PNG,2016022418290422,I,0,Train
1274.PNG,2016022418290423,I,0,Test
1275.PNG,2016022418290424,I,0,Train
1276.PNG,2016022418290425,I,0,Train
1277.PNG,2016022418290426,I,0,Train
1278.PNG,2016022418290427,I,0,Test
1279.PNG,2016022418290428,I,0,Train
128.PNG,20151027110435,P,1,Train
1280.PNG,2016022418290429,I,0,Train
1281.PNG,2016022418290430,I,0,Train
1282.PNG,2016022418290431,I,0,Test
1283.PNG,2016022418290432,I,0,Train
1284.PNG,2016022418290433,I,0,Train
1285.PNG,2016022418290434,I,0,Train
1286.PNG,2016022418290436,I,0,Train
1287.PNG,2016022418290437,I,0,Train
1288.PNG,2016022418290438,I,0,Train
1289.PNG,2016022418290439,I,0,Train
129.PNG,20151027110440,P,1,Train
1290.PNG,2016022418290440,I,0,Test
1291.PNG,2016022418290441,I,0,Train
1292.PNG,2016022418290442,I,0,Train
1293.PNG,2016022418290443,I,0,Train
1294.PNG,2016022418290444,I,0,Test
1295.PNG,2016022418290448,I,0,Train
1296.PNG,2016022418290449,I,0,Train
1297.PNG,2016022418290450,I,0,Test
1298.PNG,2016022418283600,I,0,Train
1299.PNG,2016022418283601,I,0,Validation
13.PNG,20150922134252,D,2,Train
130.PNG,20151027110451,P,1,Validation
1300.PNG,2016022418283602,I,0,Train
1301.PNG,2016022418283603,I,0,Test
1302.PNG,2016022418283604,I,0,Train
1303.PNG,2016022418283605,I,0,Validation
1304.PNG,2016022418283606,I,0,Train
1305.PNG,2016022418283607,I,0,Train
1306.PNG,2016022418283608,I,0,Train
1307.PNG,2016022418283609,I,0,Train
1308.PNG,2016022418283610,I,0,Train
1309.PNG,2016022418283611,I,0,Train
131.PNG,20151027110455,P,1,Train
1310.PNG,2016022418283612,I,0,Train
1311.PNG,2016022418283613,I,0,Train
1312.PNG,2016022418283614,I,0,Train
1313.PNG,2016022418283615,I,0,Train
1314.PNG,2016022418283616,I,0,Train
1315.PNG,2016022418283617,I,0,Validation
1316.PNG,2016022418283618,I,0,Train
1317.PNG,2016022418283619,I,0,Train
1318.PNG,2016022418283620,I,0,Validation
1319.PNG,2016022418283621,I,0,Train
132.PNG,20151027110519,P,1,Train
1320.PNG,2016022418283622,I,0,Train
1321.PNG,2016022418283623,I,0,Train
1322.PNG,2016022418283625,I,0,Train
1323.PNG,2016022418283626,I,0,Train
1324.PNG,2016022418283627,I,0,Train
1325.PNG,2016022418283628,I,0,Train
1326.PNG,2016022418283629,I,0,Train
1327.PNG,2016022418283630,I,0,Train
1328.PNG,2016022418283631,I,0,Train
1329.PNG,2016022418283632,I,0,Validation
133.PNG,20151027110537,P,1,Train
1330.PNG,2016022418283633,I,0,Train
1331.PNG,2016022418283634,I,0,Train
1332.PNG,2016022418283635,I,0,Train
1333.PNG,2016022418283636,I,0,Train
1334.PNG,2016022418283637,I,0,Train
1335.PNG,2016022418283638,I,0,Train
1336.PNG,2016022418283639,I,0,Test
1337.PNG,2016022418283640,I,0,Train
1338.PNG,2016022418283641,I,0,Train
1339.PNG,2016022418283642,I,0,Train
134.PNG,20151027110549,P,1,Test
1340.PNG,2016022418283643,I,0,Test
1341.PNG,2016022418280310,I,0,Train
1342.PNG,2016022418280311,I,0,Validation
1343.PNG,2016022418280312,I,0,Train
1344.PNG,2016022418280315,I,0,Train
1345.PNG,2016022418280316,I,0,Train
1346.PNG,2016022418280317,I,0,Test
1347.PNG,2016022418280318,I,0,Train
1348.PNG,2016022418280320,I,0,Train
1349.PNG,2016022418280321,I,0,Train
135.PNG,20151027110721,P,1,Train
1350.PNG,2016022418280322,I,0,Train
1351.PNG,2016022418280323,I,0,Train
1352.PNG,2016022418280324,I,0,Test
1353.PNG,2016022418280325,I,0,Train
1354.PNG,2016022418280326,I,0,Train
1355.PNG,2016022418280327,I,0,Train
1356.PNG,2016022418280331,I,0,Test
1357.PNG,2016022418280332,I,0,Validation
1358.PNG,2016022418280333,I,0,Train
1359.PNG,2016022418280334,I,0,Train
136.PNG,20151027110725,P,1,Train
1360.PNG,2016022418280335,I,0,Train
1361.PNG,2016022418280336,I,0,Test
1362.PNG,2016022418280337,I,0,Train
1363.PNG,2016022418280338,I,0,Train
1364.PNG,2016022418280339,I,0,Train
1365.PNG,2016022418280340,I,0,Test
1366.PNG,2016022418280341,I,0,Train
1367.PNG,2016022418280342,I,0,Test
1368.PNG,2016022418280343,I,0,Train
1369.PNG,2016022418280344,I,0,Train
137.PNG,20151027110730,P,1,Test
1370.PNG,2016022418280345,I,0,Train
1371.PNG,2016022418280346,I,0,Train
1372.PNG,2016022418280347,I,0,Train
1373.PNG,2016022418280348,I,0,Train
1374.PNG,2016022418280349,I,0,Train
1375.PNG,2016022418280350,I,0,Train
1376.PNG,2016022418280351,I,0,Train
1377.PNG,2016022418280352,I,0,Train
1378.PNG,2016022418280353,I,0,Validation
1379.PNG,2016022418280357,I,0,Train
138.PNG,20151027104222,D,2,Train
1380.PNG,2016022418280358,I,0,Train
1381.PNG,2016022418280359,I,0,Train
1382.PNG,2016030817172347,I,0,Train
1383.PNG,2016030817172346,I,0,Train
1384.PNG,2016030817172345,I,0,Test
1385.PNG,2016030817172341,I,0,Train
1386.PNG,2016030817172340,I,0,Train
1387.PNG,2016030817172339,I,0,Test
1388.PNG,2016030817172338,I,0,Train
1389.PNG,2016030817172337,I,0,Train
139.PNG,20151027104230,D,2,Train
1390.PNG,2016030817172336,I,0,Test
1391.PNG,2016030817172335,I,0,Train
1392.PNG,2016030817172334,I,0,Train
1393.PNG,2016030817172333,I,0,Train
1394.PNG,2016030817172332,I,0,Validation
1395.PNG,2016030817172331,I,0,Test
1396.PNG,2016030817172330,I,0,Train
1397.PNG,2016030817172329,I,0,Train
1398.PNG,2016030817172328,I,0,Train
1399.PNG,2016030817172327,I,0,Train
14.PNG,20150922134257,D,2,Validation
140.PNG,20151027104236,D,2,Train
1400.PNG,2016030817172326,I,0,Test
1401.PNG,2016030817172325,I,0,Test
1402.PNG,2016030817172324,I,0,Train
1403.PNG,2016030817172323,I,0,Test
1404.PNG,2016030817172322,I,0,Test
1405.PNG,2016030817172321,I,0,Validation
1406.PNG,2016030817172320,I,0,Train
1407.PNG,2016030817172319,I,0,Train
1408.PNG,2016030817172318,I,0,Train
1409.PNG,2016030817172317,I,0,Train
141.PNG,20151027104257,D,2,Train
1410.PNG,2016030817172316,I,0,Train
1411.PNG,2016030817172315,I,0,Train
1412.PNG,2016030817172314,I,0,Test
1413.PNG,2016030817172313,I,0,Train
1414.PNG,2016030817172312,I,0,Train
1415.PNG,2016030817172311,I,0,Train
1416.PNG,2016030817172310,I,0,Train
1417.PNG,2016030817172309,I,0,Train
1418.PNG,2016030817172305,I,0,Train
1419.PNG,2016030817172304,I,0,Train
142.PNG,20151027104303,D,2,Train
1420.PNG,2016030817172303,I,0,Train
1421.PNG,2016030817172302,I,0,Train
1422.PNG,2016030817172301,I,0,Train
1423.PNG,2016030817172200,I,0,Train
1424.PNG,2016031016514945,N,3,Test
1425.PNG,2016031016514944,N,3,Test
1426.PNG,2016031016514943,N,3,Train
1427.PNG,2016031016514942,N,3,Train
1428.PNG,2016031016514941,N,3,Train
1429.PNG,2016031016514940,N,3,Train
143.PNG,20151027104310,D,2,Train
1430.PNG,2016031016514939,N,3,Train
1431.PNG,2016031016514938,N,3,Train
1432.PNG,2016031016514937,N,3,Test
1433.PNG,2016031016514936,N,3,Train
1434.PNG,2016031016514935,N,3,Validation
1435.PNG,2016031016514934,N,3,Validation
1436.PNG,2016031016514933,N,3,Train
1437.PNG,2016031016514932,N,3,Train
1438.PNG,2016031016514931,N,3,Train
1439.PNG,2016031016514930,N,3,Validation
144.PNG,20151027104354,D,2,Train
1440.PNG,2016031016514929,N,3,Test
1441.PNG,2016031016514928,N,3,Test
1442.PNG,2016031016514927,N,3,Train
1443.PNG,2016031016514926,N,3,Train
1444.PNG,2016031016514925,N,3,Train
1445.PNG,2016031016514924,N,3,Train
1446.PNG,2016031016514923,N,3,Train
1447.PNG,2016031016514922,N,3,Train
1448.PNG,2016031016514921,N,3,Train
1449.PNG,2016031016514920,N,3,Train
145.PNG,20151027104400,D,2,Train
1450.PNG,2016031016514919,N,3,Train
1451.PNG,2016031016514917,N,3,Test
1452.PNG,2016031016514916,N,3,Test
1453.PNG,2016031016514915,N,3,Test
1454.PNG,2016031016514914,N,3,Test
1455.PNG,2016031016514913,N,3,Test
1456.PNG,2016031016514912,N,3,Test
1457.PNG,2016031016514911,N,3,Train
1458.PNG,2016031016514910,N,3,Train
1459.PNG,2016031016514905,N,3,Test
146.PNG,20151027104410,D,2,Train
1460.PNG,2016031016514904,N,3,Test
1461.PNG,2016031016514903,N,3,Train
1462.PNG,2016031016514902,N,3,Train
1463.PNG,2016031016514901,N,3,Test
1464.PNG,2016031016514900,N,3,Train
1465.PNG,2016031016512046,N,3,Validation
1466.PNG,2016031016512045,N,3,Train
1467.PNG,2016031016512044,N,3,Train
1468.PNG,2016031016512043,N,3,Train
1469.PNG,2016031016512042,N,3,Train
147.PNG,20151027104421,D,2,Train
1470.PNG,2016031016512041,N,3,Train
1471.PNG,2016031016512040,N,3,Train
1472.PNG,2016031016512039,N,3,Train
1473.PNG,2016031016512038,N,3,Train
1474.PNG,2016031016512037,N,3,Train
1475.PNG,2016031016512036,N,3,Train
1476.PNG,2016031016512035,N,3,Train
1477.PNG,2016031016512031,N,3,Train
1478.PNG,2016031016512030,N,3,Train
1479.PNG,2016031016512029,N,3,Train
148.PNG,20151027104429,D,2,Train
1480.PNG,2016031016512028,N,3,Train
1481.PNG,2016031016512027,N,3,Train
1482.PNG,2016031016512026,N,3,Train
1483.PNG,2016031016512025,N,3,Test
1484.PNG,2016031016511924,N,3,Test
1485.PNG,2016031016511923,N,3,Train
1486.PNG,2016031016511922,N,3,Train
1487.PNG,2016031016511921,N,3,Train
1488.PNG,2016031016511920,N,3,Train
1489.PNG,2016031016511919,N,3,Train
149.PNG,20151027104436,D,2,Train
1490.PNG,2016031016511918,N,3,Train
1491.PNG,2016031016511917,N,3,Train
1492.PNG,2016031016511916,N,3,Test
1493.PNG,2016031016511915,N,3,Train
1494.PNG,2016031016511914,N,3,Test
1495.PNG,2016031016511913,N,3,Test
1496.PNG,2016031016511912,N,3,Validation
1497.PNG,2016031016511911,N,3,Train
1498.PNG,2016031016511910,N,3,Test
1499.PNG,2016031016511909,N,3,Test
15.PNG,20150922134303,D,2,Train
150.PNG,20151027104448,D,2,Train
1500.PNG,2016031016511905,N,3,Train
1501.PNG,2016031016511904,N,3,Train
1502.PNG,2016031016511903,N,3,Train
1503.PNG,2016031016511902,N,3,Train
1504.PNG,2016031016511901,N,3,Train
1505.PNG,2016031016511900,N,3,Train
1506.PNG,2016031616040400,N,3,Train
1507.PNG,2016031616040401,N,3,Test
1508.PNG,2016031616040402,N,3,Train
1509.PNG,2016031616040403,N,3,Train
151.PNG,20151027104454,D,2,Test
1510.PNG,2016031616040404,N,3,Train
1511.PNG,2016031616040405,N,3,Train
1512.PNG,2016031616040406,N,3,Train
1513.PNG,2016031616040407,N,3,Train
1514.PNG,2016031616040408,N,3,Train
1515.PNG,2016031616040409,N,3,Train
1516.PNG,2016031616040410,N,3,Validation
1517.PNG,2016031616040411,N,3,Test
1518.PNG,2016031616040412,N,3,Train
1519.PNG,2016031616040413,N,3,Test
152.PNG,20151027104601,D,2,Test
1520.PNG,2016031616040414,N,3,Train
1521.PNG,2016031616040415,N,3,Train
1522.PNG,2016031616040416,N,3,Train
1523.PNG,2016031616040417,N,3,Train
1524.PNG,2016031616040418,N,3,Train
1525.PNG,2016031616040419,N,3,Train
1526.PNG,2016031616040420,N,3,Test
1527.PNG,2016031616040421,N,3,Train
1528.PNG,2016031616040422,N,3,Train
1529.PNG,2016031616040423,N,3,Train
153.PNG,20151027105102,D,2,Test
1530.PNG,2016031616040424,N,3,Validation
1531.PNG,2016031616040425,N,3,Train
1532.PNG,2016031616040426,N,3,Validation
1533.PNG,2016031616040427,N,3,Train
1534.PNG,2016031616040428,N,3,Train
1535.PNG,2016031616040429,N,3,Validation
1536.PNG,2016031616040430,N,3,Train
1537.PNG,2016031616040431,N,3,Train
1538.PNG,2016031616040432,N,3,Train
1539.PNG,2016031616040433,N,3,Train
154.PNG,20151027105107,D,2,Train
1540.PNG,2016031616040434,N,3,Validation
1541.PNG,2016031616040435,N,3,Train
1542.PNG,2016031616040436,N,3,Test
1543.PNG,2016031616040437,N,3,Test
1544.PNG,2016031616040438,N,3,Train
1545.PNG,2016031616040439,N,3,Train
1546.PNG,2016031616040440,N,3,Train
1547.PNG,2016031616040441,N,3,Train
1548.PNG,2016031616081700,N,3,Train
1549.PNG,2016031616081701,N,3,Train
155.PNG,20151027105113,D,2,Train
1550.PNG,2016031616081702,N,3,Test
1551.PNG,2016031616081703,N,3,Train
1552.PNG,2016031616081704,N,3,Validation
1553.PNG,2016031616081705,N,3,Train
1554.PNG,2016031616081706,N,3,Train
1555.PNG,2016031616081707,N,3,Train
1556.PNG,2016031616081708,N,3,Train
1557.PNG,2016031616081709,N,3,Train
1558.PNG,2016031616081710,N,3,Train
1559.PNG,2016031616081711,N,3,Train
156.PNG,20151027105330,D,2,Test
1560.PNG,2016031616081812,N,3,Train
1561.PNG,2016031616081813,N,3,Test
1562.PNG,2016031616081814,N,3,Test
1563.PNG,2016031616081815,N,3,Train
1564.PNG,2016031616081816,N,3,Train
1565.PNG,2016031616081817,N,3,Test
1566.PNG,2016031616081818,N,3,Train
1567.PNG,2016031616081819,N,3,Validation
1568.PNG,2016031616081820,N,3,Test
1569.PNG,2016031616081821,N,3,Train
157.PNG,20151027105335,D,2,Test
1570.PNG,2016031616081822,N,3,Train
1571.PNG,2016031616081823,N,3,Train
1572.PNG,2016031616081824,N,3,Test
1573.PNG,2016031616081825,N,3,Train
1574.PNG,2016031616081826,N,3,Train
1575.PNG,2016031616081827,N,3,Test
1576.PNG,2016031616081828,N,3,Train
1577.PNG,2016031616081829,N,3,Train
1578.PNG,2016031616081830,N,3,Test
1579.PNG,2016031616081831,N,3,Train
158.PNG,20151027105353,D,2,Train
1580.PNG,2016031616081832,N,3,Train
1581.PNG,2016031616081833,N,3,Train
1582.PNG,2016031616081834,N,3,Train
1583.PNG,2016031616081835,N,3,Test
1584.PNG,2016031616081836,N,3,Train
1585.PNG,2016031616081837,N,3,Train
1586.PNG,2016031616081838,N,3,Train
1587.PNG,2016031616081839,N,3,Train
1588.PNG,2016031616081840,N,3,Train
1589.PNG,2016031616081841,N,3,Train
159.PNG,20151027105401,D,2,Test
1590.PNG,2016031719232600,N,3,Train
1591.PNG,2016031719232601,N,3,Train
1592.PNG,2016031719232602,N,3,Train
1593.PNG,2016031719232603,N,3,Train
1594.PNG,2016031719232604,N,3,Test
1595.PNG,2016031719232605,N,3,Train
1596.PNG,2016031719232606,N,3,Train
1597.PNG,2016031719232608,N,3,Test
1598.PNG,2016031719232609,N,3,Train
1599.PNG,2016031719232610,N,3,Train
16.PNG,20150922134324,D,2,Train
